Rates file : INDELible V1.03 


Replicate: 1
  N.B. Site classes are numbered from lowest to highest values of omega.
       The omegas are not given explicitly as they are permitted to change on different
       branches whereas the site classes are not allowed to change.
       Please consult your control file to find the corresponding omega values

Site	Class	Partition	Inserted?
1	3	1
2	0	1
3	2	1
4	8	1
5	3	1
6	3	1
7	6	1
8	8	1
9	4	1
10	3	1
11	3	1
12	3	1
13	0	1
14	7	1
15	2	1
16	2	1
17	0	1
18	4	1
19	3	1
20	1	1
21	1	1
22	0	1
23	4	1
24	17	1
25	1	1
26	4	1
27	0	1
28	1	1
29	7	1
30	0	1
31	8	1
32	5	1
33	1	1
34	5	1
35	2	1
36	0	1
37	4	1
38	6	1
39	4	1
40	3	1
41	6	1
42	10	1
43	5	1
44	2	1
45	9	1
46	5	1
47	4	1
48	6	1
49	6	1
50	2	1
51	0	1
52	10	1
53	6	1
54	12	1
55	8	1
56	0	1
57	7	1
58	2	1
59	3	1
60	1	1
61	4	1
62	2	1
63	13	1
64	9	1
65	5	1
66	2	1
67	5	1
68	1	1
69	0	1
70	6	1
71	2	1
72	4	1
73	1	1
74	1	1
75	7	1
76	4	1
77	2	1
78	4	1
79	7	1
80	10	1
81	7	1
82	0	1
83	1	1
84	2	1
85	1	1
86	7	1
87	4	1
88	3	1
89	2	1
90	6	1
91	3	1
92	3	1
93	7	1
94	0	1
95	4	1
96	9	1
97	2	1
98	5	1
99	0	1
100	2	1
101	13	1
102	2	1
103	3	1
104	3	1
105	8	1
106	7	1
107	2	1
108	10	1
109	0	1
110	6	1
111	0	1
112	5	1
113	4	1
114	4	1
115	2	1
116	6	1
117	0	1
118	0	1
119	2	1
120	4	1
121	4	1
122	5	1
123	4	1
124	5	1
125	10	1
126	7	1
127	3	1
128	7	1
129	1	1
130	0	1
131	2	1
132	7	1
133	1	1
134	5	1
135	5	1
136	8	1
137	4	1
138	4	1
139	4	1
140	5	1
141	4	1
142	1	1
143	3	1
144	2	1
145	2	1
146	1	1
147	2	1
148	10	1
149	2	1
150	4	1
151	14	1
152	4	1
153	2	1
154	3	1
155	0	1
156	1	1
157	6	1
158	1	1
159	0	1
160	0	1
161	2	1
162	14	1
163	2	1
164	6	1
165	5	1
166	3	1
167	3	1
168	2	1
169	2	1
170	0	1
171	17	1
172	2	1
173	3	1
174	0	1
175	8	1
176	3	1
177	1	1
178	1	1
179	1	1
180	5	1
181	3	1
182	2	1
183	17	1
184	5	1
185	2	1
186	1	1
187	3	1
188	4	1
189	7	1
190	1	1
191	6	1
192	4	1
193	0	1
194	2	1
195	9	1
196	8	1
197	1	1
198	5	1
199	1	1
200	6	1
201	21	1
202	6	1
203	1	1
204	13	1
205	2	1
206	7	1
207	1	1
208	4	1
209	2	1
210	4	1
211	8	1
212	5	1
213	13	1
214	1	1
215	0	1
216	2	1
217	3	1
218	6	1
219	0	1
220	2	1
221	5	1
222	2	1
223	1	1
224	7	1
225	0	1
226	2	1
227	2	1
228	1	1
229	0	1
230	11	1
231	0	1
232	1	1
233	4	1
234	10	1
235	5	1
236	1	1
237	6	1
238	7	1
239	1	1
240	1	1
241	13	1
242	3	1
243	11	1
244	4	1
245	11	1
246	3	1
247	3	1
248	12	1
249	5	1
250	13	1
251	6	1
252	9	1
253	6	1
254	2	1
255	15	1
256	5	1
257	3	1
258	0	1
259	9	1
260	6	1
261	13	1
262	2	1
263	1	1
264	1	1
265	0	1
266	4	1
267	2	1
268	15	1
269	0	1
270	10	1
271	1	1
272	3	1
273	4	1
274	1	1
275	3	1
276	6	1
277	32	1
278	6	1
279	1	1
280	4	1
281	0	1
282	4	1
283	4	1
284	5	1
285	0	1
286	13	1
287	4	1
288	0	1
289	2	1
290	12	1
291	0	1
292	1	1
293	7	1
294	2	1
295	1	1
296	1	1
297	10	1
298	4	1
299	0	1
300	0	1
