Rates file : INDELible V1.03 


Replicate: 1
  N.B. Site classes are numbered from lowest to highest values of omega.
       The omegas are not given explicitly as they are permitted to change on different
       branches whereas the site classes are not allowed to change.
       Please consult your control file to find the corresponding omega values

Site	Class	Partition	Inserted?
1	8	1
2	1	1
3	9	1
4	3	1
5	1	1
6	0	1
7	1	1
8	2	1
9	1	1
10	4	1
11	1	1
12	4	1
13	4	1
14	2	1
15	5	1
16	8	1
17	12	1
18	4	1
19	3	1
20	5	1
21	7	1
22	7	1
23	4	1
24	6	1
25	15	1
26	1	1
27	1	1
28	1	1
29	1	1
30	4	1
31	7	1
32	15	1
33	6	1
34	11	1
35	3	1
36	5	1
37	4	1
38	0	1
39	5	1
40	11	1
41	3	1
42	3	1
43	4	1
44	1	1
45	1	1
46	2	1
47	4	1
48	9	1
49	3	1
50	0	1
51	13	1
52	1	1
53	7	1
54	2	1
55	7	1
56	0	1
57	5	1
58	10	1
59	6	1
60	3	1
61	2	1
62	3	1
63	1	1
64	20	1
65	3	1
66	1	1
67	1	1
68	8	1
69	4	1
70	7	1
71	7	1
72	17	1
73	1	1
74	4	1
75	1	1
76	13	1
77	9	1
78	2	1
79	2	1
80	0	1
81	7	1
82	13	1
83	2	1
84	0	1
85	1	1
86	3	1
87	2	1
88	2	1
89	6	1
90	8	1
91	2	1
92	4	1
93	0	1
94	5	1
95	3	1
96	7	1
97	7	1
98	7	1
99	2	1
100	8	1
101	6	1
102	1	1
103	9	1
104	2	1
105	4	1
106	0	1
107	1	1
108	4	1
109	3	1
110	2	1
111	2	1
112	1	1
113	5	1
114	4	1
115	3	1
116	5	1
117	11	1
118	3	1
119	7	1
120	1	1
121	20	1
122	12	1
123	6	1
124	1	1
125	7	1
126	7	1
127	1	1
128	1	1
129	2	1
130	18	1
131	8	1
132	2	1
133	0	1
134	10	1
135	6	1
136	0	1
137	2	1
138	9	1
139	4	1
140	4	1
141	5	1
142	4	1
143	2	1
144	7	1
145	5	1
146	3	1
147	1	1
148	4	1
149	0	1
150	1	1
151	0	1
152	1	1
153	0	1
154	3	1
155	4	1
156	9	1
157	20	1
158	18	1
159	4	1
160	3	1
161	1	1
162	2	1
163	10	1
164	9	1
165	4	1
166	3	1
167	2	1
168	4	1
169	2	1
170	14	1
171	3	1
172	2	1
173	2	1
174	0	1
175	6	1
176	2	1
177	1	1
178	11	1
179	6	1
180	10	1
181	2	1
182	0	1
183	1	1
184	6	1
185	4	1
186	4	1
187	8	1
188	0	1
189	3	1
190	7	1
191	7	1
192	4	1
193	4	1
194	3	1
195	3	1
196	0	1
197	16	1
198	2	1
199	8	1
200	7	1
201	20	1
202	4	1
203	2	1
204	10	1
205	9	1
206	2	1
207	1	1
208	1	1
209	0	1
210	2	1
211	1	1
212	2	1
213	9	1
214	2	1
215	4	1
216	4	1
217	5	1
218	0	1
219	2	1
220	1	1
221	5	1
222	5	1
223	0	1
224	5	1
225	4	1
226	4	1
227	6	1
228	7	1
229	2	1
230	3	1
231	7	1
232	8	1
233	18	1
234	7	1
235	2	1
236	3	1
237	6	1
238	4	1
239	2	1
240	3	1
241	13	1
242	2	1
243	4	1
244	0	1
245	9	1
246	2	1
247	10	1
248	7	1
249	0	1
250	4	1
251	8	1
252	2	1
253	1	1
254	3	1
255	12	1
256	6	1
257	2	1
258	4	1
259	6	1
260	4	1
261	2	1
262	0	1
263	12	1
264	17	1
265	3	1
266	1	1
267	4	1
268	1	1
269	1	1
270	3	1
271	7	1
272	2	1
273	4	1
274	2	1
275	0	1
276	1	1
277	1	1
278	2	1
279	1	1
280	5	1
281	2	1
282	3	1
283	0	1
284	6	1
285	2	1
286	2	1
287	15	1
288	3	1
289	1	1
290	4	1
291	7	1
292	5	1
293	4	1
294	11	1
295	2	1
296	5	1
297	4	1
298	2	1
299	1	1
300	2	1
