Rates file : INDELible V1.03 


Replicate: 1
  N.B. Site classes are numbered from lowest to highest values of omega.
       The omegas are not given explicitly as they are permitted to change on different
       branches whereas the site classes are not allowed to change.
       Please consult your control file to find the corresponding omega values

Site	Class	Partition	Inserted?
1	1	1
2	3	1
3	5	1
4	0	1
5	8	1
6	6	1
7	6	1
8	0	1
9	1	1
10	5	1
11	3	1
12	5	1
13	1	1
14	0	1
15	2	1
16	3	1
17	1	1
18	0	1
19	12	1
20	3	1
21	1	1
22	3	1
23	6	1
24	1	1
25	1	1
26	2	1
27	4	1
28	4	1
29	1	1
30	0	1
31	2	1
32	0	1
33	2	1
34	8	1
35	0	1
36	9	1
37	4	1
38	4	1
39	4	1
40	5	1
41	12	1
42	3	1
43	2	1
44	2	1
45	21	1
46	1	1
47	7	1
48	0	1
49	2	1
50	3	1
51	5	1
52	3	1
53	10	1
54	2	1
55	4	1
56	2	1
57	2	1
58	2	1
59	4	1
60	10	1
61	4	1
62	2	1
63	1	1
64	12	1
65	4	1
66	7	1
67	5	1
68	1	1
69	3	1
70	2	1
71	7	1
72	5	1
73	3	1
74	2	1
75	6	1
76	3	1
77	1	1
78	11	1
79	0	1
80	18	1
81	11	1
82	3	1
83	3	1
84	4	1
85	11	1
86	7	1
87	3	1
88	1	1
89	1	1
90	2	1
91	1	1
92	10	1
93	2	1
94	13	1
95	4	1
96	1	1
97	1	1
98	5	1
99	1	1
100	11	1
101	12	1
102	4	1
103	0	1
104	7	1
105	4	1
106	3	1
107	0	1
108	3	1
109	0	1
110	5	1
111	5	1
112	5	1
113	2	1
114	2	1
115	0	1
116	3	1
117	5	1
118	1	1
119	8	1
120	1	1
121	1	1
122	4	1
123	0	1
124	4	1
125	5	1
126	1	1
127	7	1
128	3	1
129	17	1
130	6	1
131	4	1
132	37	1
133	2	1
134	3	1
135	6	1
136	9	1
137	9	1
138	12	1
139	0	1
140	1	1
141	0	1
142	0	1
143	4	1
144	2	1
145	2	1
146	7	1
147	2	1
148	3	1
149	3	1
150	7	1
151	8	1
152	1	1
153	0	1
154	1	1
155	5	1
156	1	1
157	3	1
158	12	1
159	2	1
160	2	1
161	3	1
162	1	1
163	8	1
164	0	1
165	1	1
166	0	1
167	15	1
168	4	1
169	5	1
170	12	1
171	0	1
172	3	1
173	6	1
174	5	1
175	8	1
176	6	1
177	4	1
178	10	1
179	1	1
180	5	1
181	2	1
182	10	1
183	7	1
184	3	1
185	10	1
186	5	1
187	8	1
188	2	1
189	1	1
190	11	1
191	4	1
192	3	1
193	5	1
194	0	1
195	8	1
196	10	1
197	9	1
198	2	1
199	1	1
200	3	1
201	3	1
202	2	1
203	9	1
204	13	1
205	5	1
206	1	1
207	0	1
208	1	1
209	12	1
210	2	1
211	7	1
212	1	1
213	23	1
214	4	1
215	6	1
216	1	1
217	4	1
218	1	1
219	9	1
220	3	1
221	12	1
222	1	1
223	3	1
224	1	1
225	2	1
226	9	1
227	10	1
228	8	1
229	4	1
230	13	1
231	1	1
232	1	1
233	4	1
234	0	1
235	2	1
236	1	1
237	10	1
238	6	1
239	0	1
240	1	1
241	5	1
242	16	1
243	10	1
244	1	1
245	1	1
246	2	1
247	1	1
248	20	1
249	4	1
250	1	1
251	1	1
252	1	1
253	10	1
254	1	1
255	2	1
256	6	1
257	1	1
258	0	1
259	3	1
260	2	1
261	5	1
262	0	1
263	2	1
264	0	1
265	8	1
266	3	1
267	1	1
268	9	1
269	4	1
270	4	1
271	3	1
272	4	1
273	11	1
274	6	1
275	16	1
276	9	1
277	3	1
278	2	1
279	3	1
280	6	1
281	0	1
282	4	1
283	3	1
284	2	1
285	2	1
286	16	1
287	0	1
288	2	1
289	1	1
290	3	1
291	2	1
292	2	1
293	4	1
294	17	1
295	2	1
296	2	1
297	3	1
298	4	1
299	11	1
300	3	1
